state	county	policies	insurance	premium
TEXAS	WALKER COUNTY	322	77036900	199885
TEXAS	WASHINGTON COUNTY	200	47962900	97453
TEXAS	HOWARD COUNTY	37	9051100	54086
TEXAS	JOHNSON COUNTY	712	167005300	417733
TEXAS	NEWTON COUNTY	440	45693000	267478
TEXAS	POLK COUNTY	581	138406200	400806
TEXAS	ORANGE COUNTY	8672	2335099900	4959999
TEXAS	TRINITY COUNTY	29	2122400	15829
TEXAS	EL PASO COUNTY	4576	807203000	3468062
TEXAS	DUVAL COUNTY	50	8181400	41492
TEXAS	HAMILTON COUNTY	12	1378100	8327
TEXAS	LEON COUNTY	29	4144300	17724
TEXAS	LIBERTY COUNTY	1573	375765100	980760
TEXAS	MARTIN COUNTY	21	2715300	29865
TEXAS	TAYLOR COUNTY	216	52980300	131323
TEXAS	BROOKS COUNTY	177	25501600	163929
TEXAS	DAWSON COUNTY	11	1301500	8696
TEXAS	FANNIN COUNTY	136	23328700	103929
TEXAS	FLOYD COUNTY	8	1252500	3576
TEXAS	HALL COUNTY	3	665000	958
TEXAS	HARRIS COUNTY	249212	70343462500	138406259
TEXAS	JASPER COUNTY	219	50754500	144188
TEXAS	JEFF DAVIS COUNTY	10	2760200	10413
TEXAS	JONES COUNTY	2859	494676100	2772933
TEXAS	MITCHELL COUNTY	8	1405000	3127
TEXAS	STEPHENS COUNTY	128	16456600	116883
TEXAS	TERRELL COUNTY	3	240000	5784
TEXAS	WHEELER COUNTY	13	1898000	14233
TEXAS	BROWN COUNTY	387	96530300	386448
TEXAS	CASS COUNTY	27	4838900	23311
TEXAS	HARDIN COUNTY	1939	530866000	1127207
TEXAS	HENDERSON COUNTY	281	72237100	169338
TEXAS	KENDALL COUNTY	555	146425200	393578
TEXAS	KNOX COUNTY	1	12000	91
TEXAS	LA SALLE COUNTY	13	1519900	10804
TEXAS	MASON COUNTY	25	1930300	15742
TEXAS	MENARD COUNTY	82	10076300	75958
TEXAS	WILLIAMSON COUNTY	1707	483085400	917178
TEXAS	HARRISON COUNTY	276	54937500	238704
TEXAS	ANDERSON COUNTY	60	14041200	30172
TEXAS	ELLIS COUNTY	774	206982000	454296
TEXAS	GRAY COUNTY	10	2298400	10321
TEXAS	MORRIS COUNTY	20	2132000	22101
TEXAS	WILSON COUNTY	195	48648300	130563
TEXAS	BELL COUNTY	1304	335309800	825414
TEXAS	CALDWELL COUNTY	1066	224919100	679775
TEXAS	GRAYSON COUNTY	492	109253300	414475
TEXAS	HOPKINS COUNTY	73	15771700	66529
TEXAS	ROBERTSON COUNTY	149	28328800	172455
TEXAS	MIDLAND COUNTY	1232	295475000	1226401
TEXAS	PANOLA COUNTY	13	2162200	5336
TEXAS	SMITH COUNTY	579	162722200	429009
TEXAS	HILL COUNTY	74	15007200	42524
TEXAS	HIDALGO COUNTY	7494	1869230800	3654466
TEXAS	MOORE COUNTY	13	1479900	12825
TEXAS	WARD COUNTY	4	815000	1561
TEXAS	MEDINA COUNTY	453	95850000	342730
TEXAS	WOOD COUNTY	90	20599600	65762
TEXAS	COMANCHE COUNTY	44	6079800	29801
TEXAS	HASKELL COUNTY	85	7588100	49403
TEXAS	CAMERON COUNTY	17321	3869671100	8957380
TEXAS	POTTER COUNTY	458	97604800	330863
TEXAS	HUTCHINSON COUNTY	13	3689500	16401
TEXAS	CROCKETT COUNTY	60	8586100	73955
TEXAS	HARDEMAN COUNTY	3	655000	3481
TEXAS	ANGELINA COUNTY	444	103519200	366970
TEXAS	ARANSAS COUNTY	12748	3177476000	7806105
TEXAS	ARCHER COUNTY	54	14997400	27391
TEXAS	ATASCOSA COUNTY	193	46063300	169700
TEXAS	AUSTIN COUNTY	514	131346800	309807
TEXAS	BAILEY COUNTY	15	1021700	13193
TEXAS	BANDERA COUNTY	429	94839600	303433
TEXAS	BASTROP COUNTY	644	152825900	421257
TEXAS	BAYLOR COUNTY	9	999700	6390
TEXAS	BEE COUNTY	265	57499800	189176
TEXAS	BEXAR COUNTY	7882	1941653500	5222363
TEXAS	BLANCO COUNTY	117	27480000	67345
TEXAS	BOSQUE COUNTY	59	10863500	53076
TEXAS	BOWIE COUNTY	371	81203800	321434
TEXAS	BRAZORIA COUNTY	32869	9338735100	19724304
TEXAS	BRAZOS COUNTY	1443	395923700	766066
TEXAS	BREWSTER COUNTY	272	48744400	282786
TEXAS	BURLESON COUNTY	119	23899800	101309
TEXAS	BURNET COUNTY	1379	358851800	1062518
TEXAS	CALLAHAN COUNTY	9	1331100	2977
TEXAS	CAMP COUNTY	3	412600	1882
TEXAS	CARSON COUNTY	12	3919700	19049
TEXAS	CASTRO COUNTY	13	477000	4056
TEXAS	CHILDRESS COUNTY	1	45000	516
TEXAS	COKE COUNTY	4	540600	2010
TEXAS	COLEMAN COUNTY	12	1118300	11664
TEXAS	COLLIN COUNTY	7427	2039747200	4975387
TEXAS	COLLINGSWORTH COUNTY	25	1830800	20638
TEXAS	COLORADO COUNTY	284	69359500	207843
TEXAS	COMAL COUNTY	2785	754726900	1649791
TEXAS	COOKE COUNTY	270	57748100	239499
TEXAS	CORYELL COUNTY	72	15704900	39586
TEXAS	CRANE COUNTY	1	204500	1088
TEXAS	CROSBY COUNTY	25	5690500	30336
TEXAS	CULBERSON COUNTY	8	1630000	19277
TEXAS	DALLAM COUNTY	19	1905600	15925
TEXAS	DEAF SMITH COUNTY	4	1049700	4137
TEXAS	DENTON COUNTY	4376	1153887800	3308538
TEXAS	DEWITT COUNTY	262	58695900	165685
TEXAS	DIMMIT COUNTY	40	6518600	62003
TEXAS	DONLEY COUNTY	46	12652100	40374
TEXAS	EASTLAND COUNTY	152	23509800	154468
TEXAS	ECTOR COUNTY	992	156620600	1179678
TEXAS	ERATH COUNTY	99	20508900	66004
TEXAS	FALLS COUNTY	8	1729000	4148
TEXAS	FISHER COUNTY	41	8209800	74507
TEXAS	FOARD COUNTY	2	1103000	3725
TEXAS	FORT BEND COUNTY	31069	9804834300	12777972
TEXAS	FREESTONE COUNTY	29	7047000	19674
TEXAS	FRIO COUNTY	16	2248800	9530
TEXAS	GAINES COUNTY	19	3296300	27898
TEXAS	GALVESTON COUNTY	58169	15865276000	53081205
TEXAS	GARZA COUNTY	1	350000	373
TEXAS	GILLESPIE COUNTY	189	49267100	122409
TEXAS	GOLIAD COUNTY	52	9745800	31394
TEXAS	GONZALES COUNTY	199	33063900	198916
TEXAS	GREGG COUNTY	439	102798900	405911
TEXAS	GRIMES COUNTY	212	54274000	164842
TEXAS	GUADALUPE COUNTY	2071	527743100	2237937
TEXAS	HANSFORD COUNTY	6	1590000	5001
TEXAS	HAYS COUNTY	8132	1909737900	5112131
TEXAS	HOCKLEY COUNTY	62	9114200	59801
TEXAS	HOOD COUNTY	551	130695800	333581
TEXAS	HUDSPETH COUNTY	26	6517100	93919
TEXAS	HUNT COUNTY	244	63488100	184003
TEXAS	IRION COUNTY	94	21852900	85787
TEXAS	JACK COUNTY	7	782000	3036
TEXAS	JIM HOGG COUNTY	26	3204100	25485
TEXAS	JIM WELLS COUNTY	494	113056700	386522
TEXAS	KARNES COUNTY	36	9492000	26150
TEXAS	KAUFMAN COUNTY	312	83147000	196919
TEXAS	KENEDY COUNTY	7	1640400	12092
TEXAS	KERR COUNTY	625	154962800	455522
TEXAS	KIMBLE COUNTY	71	13560400	80692
TEXAS	KINNEY COUNTY	28	5618000	17984
TEXAS	KLEBERG COUNTY	633	148366000	339979
TEXAS	LAMB COUNTY	12	3112000	35431
TEXAS	LAMPASAS COUNTY	96	22180600	85194
TEXAS	LAVACA COUNTY	175	36522200	161122
TEXAS	LIPSCOMB COUNTY	21	3411000	31279
TEXAS	LIVE OAK COUNTY	98	18475100	95663
TEXAS	LLANO COUNTY	887	229416500	852513
TEXAS	LUBBOCK COUNTY	1808	348824400	1927567
TEXAS	LYNN COUNTY	1	25000	377
TEXAS	MATAGORDA COUNTY	3069	738861500	3462553
TEXAS	MAVERICK COUNTY	199	42529300	170505
TEXAS	MCCULLOCH COUNTY	18	2881900	21151
TEXAS	MCLENNAN COUNTY	851	201656100	730121
TEXAS	MCMULLEN COUNTY	13	2781900	10111
TEXAS	MILAM COUNTY	29	4449400	18899
TEXAS	MONTAGUE COUNTY	81	16525700	62433
TEXAS	NACOGDOCHES COUNTY	177	48404300	157882
TEXAS	NAVARRO COUNTY	196	40469200	190555
TEXAS	NOLAN COUNTY	91	13568600	119962
TEXAS	NUECES COUNTY	25364	6499220000	13277614
TEXAS	PALO PINTO COUNTY	203	39413900	165630
TEXAS	PARKER COUNTY	627	138631200	516650
TEXAS	PARMER COUNTY	2	225000	6839
TEXAS	PECOS COUNTY	2	599000	2629
TEXAS	PRESIDIO COUNTY	19	2761200	25645
TEXAS	RAINS COUNTY	11	1840700	7219
TEXAS	RANDALL COUNTY	193	47137100	200303
TEXAS	REAL COUNTY	190	34851800	114317
TEXAS	RED RIVER COUNTY	1	60000	1231
TEXAS	REEVES COUNTY	20	3653500	24498
TEXAS	REFUGIO COUNTY	122	29841800	58762
TEXAS	ROCKWALL COUNTY	172	47580300	109402
TEXAS	RUNNELS COUNTY	32	4411100	31837
TEXAS	RUSK COUNTY	54	13214800	29704
TEXAS	SABINE COUNTY	5	1170000	4602
TEXAS	SAN AUGUSTINE COUNTY	39	6704700	47254
TEXAS	SAN JACINTO COUNTY	368	79183300	222489
TEXAS	SAN PATRICIO COUNTY	1766	409208000	1240279
TEXAS	SAN SABA COUNTY	48	5758800	40439
TEXAS	SCHLEICHER COUNTY	2	175000	687
TEXAS	SCURRY COUNTY	21	3860900	32791
TEXAS	SHACKELFORD COUNTY	18	1994100	14165
TEXAS	SOMERVELL COUNTY	56	10986700	59843
TEXAS	STARR COUNTY	204	47577100	199760
TEXAS	STERLING COUNTY	6	510000	5670
TEXAS	SUTTON COUNTY	41	7094700	48569
TEXAS	SWISHER COUNTY	10	725300	7761
TEXAS	TARRANT COUNTY	4264	1103050500	3462657
TEXAS	TERRY COUNTY	22	3234400	22272
TEXAS	THROCKMORTON COUNTY	4	270300	4042
TEXAS	TITUS COUNTY	33	10343900	31417
TEXAS	TOM GREEN COUNTY	610	138787200	481760
TEXAS	TRAVIS COUNTY	3835	969289600	2648635
TEXAS	TYLER COUNTY	133	25370000	71446
TEXAS	UPSHUR COUNTY	26	7441000	16680
TEXAS	UVALDE COUNTY	371	61449900	308169
TEXAS	VAL VERDE COUNTY	251	55489700	260678
TEXAS	VAN ZANDT COUNTY	158	27297600	103060
TEXAS	VICTORIA COUNTY	1235	337807400	734003
TEXAS	WALLER COUNTY	1154	303195000	760247
TEXAS	WEBB COUNTY	1034	232168400	1163549
TEXAS	WHARTON COUNTY	1742	368542900	1356179
TEXAS	WICHITA COUNTY	1130	236135300	835488
TEXAS	WILBARGER COUNTY	20	3862700	15509
TEXAS	WILLACY COUNTY	728	122846400	644755
TEXAS	WISE COUNTY	279	54161200	242805
TEXAS	YOAKUM COUNTY	36	4768300	35438
TEXAS	YOUNG COUNTY	74	11257700	82220
TEXAS	ZAPATA COUNTY	23	3554700	24157
TEXAS	ZAVALA COUNTY	105	14621500	154380
UTAH	MORGAN COUNTY	52	14044000	24173
UTAH	WASHINGTON COUNTY	498	153832500	280467
UTAH	SEVIER COUNTY	14	5204600	12240
UTAH	GARFIELD COUNTY	14	3387100	9312
UTAH	GRAND COUNTY	97	21169300	46106
UTAH	SAN JUAN COUNTY	2	315000	576
UTAH	SUMMIT COUNTY	674	145743400	412390
UTAH	KANE COUNTY	44	11162200	36531
UTAH	IRON COUNTY	100	25345300	50558
UTAH	CARBON COUNTY	49	11353100	54893
UTAH	BOX ELDER COUNTY	49	12664400	29336
UTAH	CACHE COUNTY	159	39052100	88564
UTAH	DAVIS COUNTY	384	105744900	227193
UTAH	DUCHESNE COUNTY	5	1098200	3780
UTAH	EMERY COUNTY	8	1707000	3288
UTAH	JUAB COUNTY	3	360000	1421
UTAH	MILLARD COUNTY	2	7e+05	830
UTAH	PIUTE COUNTY	11	1892700	10783
UTAH	RICH COUNTY	3	520000	1953
UTAH	SALT LAKE COUNTY	1030	242381200	731466
UTAH	SANPETE COUNTY	29	7587900	31928
UTAH	TOOELE COUNTY	26	5659800	16468
UTAH	UINTAH COUNTY	62	15325900	42737
UTAH	UTAH COUNTY	426	125957500	250186
UTAH	WASATCH COUNTY	62	17655900	36503
UTAH	WEBER COUNTY	235	60511600	183200
VERMONT	FRANKLIN COUNTY	148	29514700	139648
VERMONT	WASHINGTON COUNTY	903	218913700	1775265
VERMONT	ORANGE COUNTY	151	26604100	174520
VERMONT	WINDHAM COUNTY	393	89570400	611013
VERMONT	ESSEX COUNTY	24	4122600	40547
VERMONT	ORLEANS COUNTY	84	15593900	103912
VERMONT	ADDISON COUNTY	139	26677400	131991
VERMONT	BENNINGTON COUNTY	398	91061400	409153
VERMONT	CALEDONIA COUNTY	132	19679800	162018
VERMONT	CHITTENDEN COUNTY	339	90172200	276114
VERMONT	GRAND ISLE COUNTY	87	19654700	55503
VERMONT	LAMOILLE COUNTY	129	29037600	161086
VERMONT	RUTLAND COUNTY	320	57455400	384181
VERMONT	WINDSOR COUNTY	613	135472100	905412
VIRGINIA	CLARKE COUNTY	69	17927800	114271
VIRGINIA	FRANKLIN COUNTY	131	30142600	96637
VIRGINIA	GREENE COUNTY	35	9164000	16761
VIRGINIA	HENRY COUNTY	98	20890000	137170
VIRGINIA	LEE COUNTY	73	8319300	95792
VIRGINIA	MADISON COUNTY	38	10350100	24375
VIRGINIA	MONTGOMERY COUNTY	212	45789100	207789
VIRGINIA	RUSSELL COUNTY	77	8241800	57336
VIRGINIA	WASHINGTON COUNTY	157	33703200	174694
VIRGINIA	CARROLL COUNTY	18	4010100	11126
VIRGINIA	PULASKI COUNTY	108	21940900	183262
VIRGINIA	SCOTT COUNTY	76	12915200	66578
VIRGINIA	ORANGE COUNTY	52	14913500	24949
VIRGINIA	MIDDLESEX COUNTY	413	108884100	382697
VIRGINIA	SUSSEX COUNTY	45	8375500	45655
VIRGINIA	FLOYD COUNTY	22	3778800	22527
VIRGINIA	RICHMOND COUNTY	81	21966500	79856
VIRGINIA	WARREN COUNTY	285	60875100	453063
VIRGINIA	CUMBERLAND COUNTY	49	12409700	103140
VIRGINIA	TAZEWELL COUNTY	296	49811400	305190
VIRGINIA	BUCHANAN COUNTY	213	39941600	302056
VIRGINIA	LOUISA COUNTY	32	8881500	30471
VIRGINIA	PAGE COUNTY	201	39421600	218477
VIRGINIA	BATH COUNTY	37	5105700	24038
VIRGINIA	CAMPBELL COUNTY	40	11527600	54685
VIRGINIA	GRAYSON COUNTY	30	4690300	33361
VIRGINIA	NELSON COUNTY	92	21466200	69493
VIRGINIA	YORK COUNTY	3017	884809900	2140000
VIRGINIA	CAROLINE COUNTY	82	18851500	78341
VIRGINIA	FREDERICK COUNTY	136	33746100	119662
VIRGINIA	INDEPENDENT CITY	65778	17457760000	48671897
VIRGINIA	ESSEX COUNTY	273	70519000	246477
VIRGINIA	LANCASTER COUNTY	604	170162600	609422
VIRGINIA	ROCKINGHAM COUNTY	456	87231700	481905
VIRGINIA	GLOUCESTER COUNTY	1525	391252000	1285463
VIRGINIA	ALLEGHANY COUNTY	220	35875000	183860
VIRGINIA	BRUNSWICK COUNTY	22	4734000	9400
VIRGINIA	HALIFAX COUNTY	28	7295100	32046
VIRGINIA	MECKLENBURG COUNTY	48	12898200	35282
VIRGINIA	NORTHAMPTON COUNTY	470	139887300	299656
VIRGINIA	SURRY COUNTY	43	11869000	41097
VIRGINIA	HIGHLAND COUNTY	22	3492000	17858
VIRGINIA	CRAIG COUNTY	61	7953400	44806
VIRGINIA	BEDFORD COUNTY	124	30441800	92422
VIRGINIA	NORTHUMBERLAND COUNTY	733	221281900	524990
VIRGINIA	WESTMORELAND COUNTY	517	147270800	371791
VIRGINIA	CHESTERFIELD COUNTY	830	228822500	496982
VIRGINIA	GILES COUNTY	120	18153900	122664
VIRGINIA	WISE COUNTY	306	38416100	280000
VIRGINIA	ACCOMACK COUNTY	3320	747598100	2843415
VIRGINIA	ALBEMARLE COUNTY	324	64872800	195522
VIRGINIA	AMELIA COUNTY	5	1460000	3310
VIRGINIA	AMHERST COUNTY	38	8650800	42689
VIRGINIA	APPOMATTOX COUNTY	9	1822300	18241
VIRGINIA	ARLINGTON COUNTY	956	171094500	351186
VIRGINIA	AUGUSTA COUNTY	273	53361500	262144
VIRGINIA	BLAND COUNTY	55	7256500	53788
VIRGINIA	BOTETOURT COUNTY	231	38631400	222430
VIRGINIA	BUCKINGHAM COUNTY	14	2514600	13570
VIRGINIA	CHARLES CITY COUNTY	20	6393200	9166
VIRGINIA	CULPEPER COUNTY	84	22186800	62895
VIRGINIA	DICKENSON COUNTY	51	7830100	64354
VIRGINIA	DINWIDDIE COUNTY	39	10618800	21676
VIRGINIA	FAIRFAX COUNTY	6993	1561009500	3326102
VIRGINIA	FAUQUIER COUNTY	196	51921600	178658
VIRGINIA	FLUVANNA COUNTY	33	8054100	25198
VIRGINIA	GOOCHLAND COUNTY	48	15237200	20987
VIRGINIA	GREENSVILLE COUNTY	58	9804500	40699
VIRGINIA	HANOVER COUNTY	221	65787800	144927
VIRGINIA	HENRICO COUNTY	946	240243600	811652
VIRGINIA	ISLE OF WIGHT COUNTY	391	117566200	253988
VIRGINIA	JAMES CITY COUNTY	911	254613100	590534
VIRGINIA	KING AND QUEEN CO	52	13932100	54475
VIRGINIA	KING GEORGE COUNTY	79	22767100	45185
VIRGINIA	KING WILLIAM COUNTY	99	28613900	112355
VIRGINIA	LOUDOUN COUNTY	840	227156900	516880
VIRGINIA	LUNENBURG COUNTY	2	420000	704
VIRGINIA	MATHEWS COUNTY	1459	362285600	1586384
VIRGINIA	NEW KENT COUNTY	109	31554200	64884
VIRGINIA	PATRICK COUNTY	20	4122000	16559
VIRGINIA	PITTSYLVANIA COUNTY	22	5891600	18280
VIRGINIA	POWHATAN COUNTY	25	7315000	15241
VIRGINIA	PRINCE EDWARD COUNTY	3	800400	1704
VIRGINIA	PRINCE GEORGE COUNTY	91	24770800	56944
VIRGINIA	PRINCE WILLIAM COUNTY	1497	385784400	1008051
VIRGINIA	RAPPAHANNOCK COUNTY	38	10524600	37275
VIRGINIA	ROANOKE COUNTY	425	91345200	517546
VIRGINIA	ROCKBRIDGE COUNTY	185	33400300	253511
VIRGINIA	SHENANDOAH COUNTY	204	39995500	220237
VIRGINIA	SMYTH COUNTY	150	22641400	162386
VIRGINIA	SOUTHAMPTON COUNTY	142	31877600	112422
VIRGINIA	SPOTSYLVANIA COUNTY	304	85041600	188910
VIRGINIA	STAFFORD COUNTY	601	160139700	396881
VIRGINIA	WYTHE COUNTY	87	14399200	107004
VIRGINIA	YORK	3188	866849200	2879257
WASHINGTON	FRANKLIN COUNTY	33	8932300	35431
WASHINGTON	JEFFERSON COUNTY	244	64802300	288321
WASHINGTON	BENTON COUNTY	316	67953600	256081
WASHINGTON	CLARK COUNTY	1648	457807000	1227041
WASHINGTON	COLUMBIA COUNTY	75	14738300	77631
WASHINGTON	GRANT COUNTY	276	51931000	329062
WASHINGTON	LINCOLN COUNTY	48	5402200	63214
WASHINGTON	ADAMS COUNTY	10	1338800	7419
WASHINGTON	DOUGLAS COUNTY	54	11280100	47984
WASHINGTON	GARFIELD COUNTY	41	3592200	43233
WASHINGTON	SAN JUAN COUNTY	126	34637600	138015
WASHINGTON	PIERCE COUNTY	3362	950118100	2325108
WASHINGTON	LEWIS COUNTY	2069	492263100	1826193
WASHINGTON	MASON COUNTY	428	102756300	453291
WASHINGTON	STEVENS COUNTY	69	16177300	52915
WASHINGTON	THURSTON COUNTY	947	242064400	613001
WASHINGTON	ASOTIN COUNTY	30	7348300	22065
WASHINGTON	CHELAN COUNTY	807	196518000	506478
WASHINGTON	CLALLAM COUNTY	426	113872600	414472
WASHINGTON	COWLITZ COUNTY	1068	303203900	687828
WASHINGTON	FERRY COUNTY	31	7582800	24392
WASHINGTON	GRAY HARBOR COUNTY	5	185000	2192
WASHINGTON	GRAYS HARBOR COUNTY	2755	537677300	2784893
WASHINGTON	ISLAND COUNTY	1090	291873200	1276053
WASHINGTON	KING COUNTY	7258	2182223100	6648333
WASHINGTON	KITSAP COUNTY	943	262116800	743467
WASHINGTON	KITTITAS COUNTY	696	163170200	600677
WASHINGTON	KLICKITAT COUNTY	70	18840700	72812
WASHINGTON	MASON	5	1387000	11076
WASHINGTON	OKANOGAN COUNTY	396	89251900	337359
WASHINGTON	PACIFIC COUNTY	918	249777300	423330
WASHINGTON	PEND OREILLE COUNTY	158	32671300	180126
WASHINGTON	SKAGIT COUNTY	4621	1056054600	4920827
WASHINGTON	SKAMANIA COUNTY	58	16218800	41348
WASHINGTON	SNOHOMISH COUNTY	2660	609362200	2854788
WASHINGTON	SPOKANE COUNTY	365	84738200	321521
WASHINGTON	WAHKIAKUM COUNTY	169	42399400	125890
WASHINGTON	WALLA WALLA COUNTY	260	58187300	229903
WASHINGTON	WHATCOM COUNTY	2027	456620900	1893501
WASHINGTON	WHITMAN COUNTY	116	19246400	123585
WASHINGTON	YAKIMA COUNTY	1258	283460700	1035785
WEST VIRGINIA	BARBOUR COUNTY	143	17112700	140809
WEST VIRGINIA	CALHOUN COUNTY	97	7755700	64074
WEST VIRGINIA	CLAY COUNTY	168	18226400	142273
WEST VIRGINIA	FAYETTE COUNTY	227	31866900	170555
WEST VIRGINIA	JACKSON COUNTY	177	30093400	160475
WEST VIRGINIA	JEFFERSON COUNTY	237	55173300	324218
WEST VIRGINIA	MARION COUNTY	301	45050500	276291
WEST VIRGINIA	MARSHALL COUNTY	291	35077500	350965
WEST VIRGINIA	MONROE COUNTY	45	5071500	37458
WEST VIRGINIA	MORGAN COUNTY	156	29102600	193352
WEST VIRGINIA	RANDOLPH COUNTY	252	35399000	208119
WEST VIRGINIA	BOONE COUNTY	422	57434300	444992
WEST VIRGINIA	GRANT COUNTY	110	24496900	143697
WEST VIRGINIA	LINCOLN COUNTY	221	32189700	178380
WEST VIRGINIA	LOGAN COUNTY	702	88400600	666687
WEST VIRGINIA	MINERAL COUNTY	204	29733600	196121
WEST VIRGINIA	PUTNAM COUNTY	472	97699800	354435
WEST VIRGINIA	TAYLOR COUNTY	53	6646300	47293
WEST VIRGINIA	GILMER COUNTY	144	21809200	182179
WEST VIRGINIA	HANCOCK COUNTY	108	10382600	99322
WEST VIRGINIA	WAYNE COUNTY	253	38163500	248277
WEST VIRGINIA	LEWIS COUNTY	133	19798300	129183
WEST VIRGINIA	MASON COUNTY	176	23661400	119187
WEST VIRGINIA	MERCER COUNTY	301	54612100	361653
WEST VIRGINIA	HARRISON COUNTY	359	57349300	432933
WEST VIRGINIA	OHIO COUNTY	818	106470700	1293213
WEST VIRGINIA	POCAHONTAS COUNTY	321	46847600	366025
WEST VIRGINIA	WEBSTER COUNTY	172	17339100	146730
WEST VIRGINIA	NICHOLAS COUNTY	176	19324500	210323
WEST VIRGINIA	PENDLETON COUNTY	106	14912100	78180
WEST VIRGINIA	HAMPSHIRE COUNTY	191	27993400	192040
WEST VIRGINIA	WYOMING COUNTY	491	71045600	448666
WEST VIRGINIA	MCDOWELL COUNTY	308	43124100	315111
WEST VIRGINIA	WOOD COUNTY	515	95393100	593517
WEST VIRGINIA	BERKELEY COUNTY	204	39172000	199607
WEST VIRGINIA	ROANE COUNTY	164	21046900	119629
WEST VIRGINIA	TYLER COUNTY	76	9008100	52421
WEST VIRGINIA	UPSHUR COUNTY	251	31877300	201671
WEST VIRGINIA	BRAXTON COUNTY	79	12406500	60726
WEST VIRGINIA	BROOKE COUNTY	329	34763300	359745
WEST VIRGINIA	CABELL COUNTY	664	107290600	654643
WEST VIRGINIA	DODDRIDGE COUNTY	54	6589300	36508
WEST VIRGINIA	GREENBRIER COUNTY	604	85114000	575246
WEST VIRGINIA	HARDY COUNTY	126	28574200	113399
WEST VIRGINIA	KANAWHA COUNTY	2848	396488100	2954835
WEST VIRGINIA	MINGO COUNTY	487	78128000	315674
WEST VIRGINIA	MONONGALIA COUNTY	250	55929500	340781
WEST VIRGINIA	PLEASANTS COUNTY	71	11528600	156374
WEST VIRGINIA	PRESTON COUNTY	100	17744000	145189
WEST VIRGINIA	RALEIGH COUNTY	261	38542400	287200
WEST VIRGINIA	RITCHIE COUNTY	60	7674600	43218
WEST VIRGINIA	SUMMERS COUNTY	187	22770100	132067
WEST VIRGINIA	TUCKER COUNTY	193	45977000	544213
WEST VIRGINIA	WETZEL COUNTY	282	30731900	328768
WEST VIRGINIA	WIRT COUNTY	54	4934000	38452
WISCONSIN	JACKSON COUNTY	62	10356600	54621
WISCONSIN	JEFFERSON COUNTY	275	50347100	293595
WISCONSIN	MONROE COUNTY	195	22205800	142335
WISCONSIN	WASHINGTON COUNTY	218	48655900	292491
WISCONSIN	CLARK COUNTY	29	4788500	22026
WISCONSIN	COLUMBIA COUNTY	224	42815500	220611
WISCONSIN	CRAWFORD COUNTY	107	10782500	85520
WISCONSIN	GRANT COUNTY	83	14521700	53327
WISCONSIN	LAFAYETTE COUNTY	29	4572900	36313
WISCONSIN	LINCOLN COUNTY	49	9634000	21469
WISCONSIN	POLK COUNTY	63	12738100	39033
WISCONSIN	ADAMS COUNTY	56	10481000	53954
WISCONSIN	DOUGLAS COUNTY	68	12474700	37887
WISCONSIN	TAYLOR COUNTY	6	1708000	5967
WISCONSIN	DODGE COUNTY	179	46985500	167149
WISCONSIN	PIERCE COUNTY	90	16135100	118294
WISCONSIN	ONEIDA COUNTY	45	7447300	35350
WISCONSIN	BROWN COUNTY	1245	215134600	1225052
WISCONSIN	RICHLAND COUNTY	55	7931400	42622
WISCONSIN	WINNEBAGO COUNTY	594	117405500	595887
WISCONSIN	IOWA COUNTY	37	6746700	36843
WISCONSIN	GREEN COUNTY	83	14325000	88988
WISCONSIN	CHIPPEWA COUNTY	248	40882400	258939
WISCONSIN	MARQUETTE COUNTY	51	7686200	41458
WISCONSIN	ROCK COUNTY	364	73034000	513354
WISCONSIN	IRON COUNTY	15	2343600	12463
WISCONSIN	VERNON COUNTY	71	10936700	61945
WISCONSIN	BUFFALO COUNTY	64	10188300	62288
WISCONSIN	DUNN COUNTY	92	13946400	101335
WISCONSIN	ASHLAND COUNTY	25	3889300	17051
WISCONSIN	PORTAGE COUNTY	79	15164700	60703
WISCONSIN	WOOD COUNTY	130	19159500	117982
WISCONSIN	FOREST COUNTY	8	422900	3742
WISCONSIN	FLORENCE COUNTY	4	1120000	1466
WISCONSIN	RUSK COUNTY	20	4733800	12981
WISCONSIN	BARRON COUNTY	69	9959900	47120
WISCONSIN	BAYFIELD COUNTY	27	6800000	26660
WISCONSIN	BURNETT COUNTY	93	14301900	100662
WISCONSIN	CALUMET COUNTY	123	27995600	144942
WISCONSIN	DANE COUNTY	567	146994500	390941
WISCONSIN	DOOR COUNTY	232	46263200	160846
WISCONSIN	EAU CLAIRE COUNTY	58	11498500	50194
WISCONSIN	FOND DU LAC COUNTY	601	100695600	506228
WISCONSIN	GREEN LAKE COUNTY	73	13273100	85304
WISCONSIN	JUNEAU COUNTY	158	22578400	111678
WISCONSIN	KENOSHA COUNTY	227	49816500	183869
WISCONSIN	KEWAUNEE COUNTY	46	6115500	32497
WISCONSIN	LA CROSSE COUNTY	717	103745100	696433
WISCONSIN	LANGLADE COUNTY	32	2836700	24492
WISCONSIN	MANITOWOC COUNTY	97	16951700	71831
WISCONSIN	MARATHON COUNTY	318	47600200	268119
WISCONSIN	MARINETTE COUNTY	83	13238200	65957
WISCONSIN	MILWAUKEE COUNTY	1194	291042500	1032300
WISCONSIN	OCONTO COUNTY	164	26286100	125432
WISCONSIN	OUTAGAMIE COUNTY	291	48733200	310109
WISCONSIN	OZAUKEE COUNTY	432	97860200	558978
