"","state","county","policies","insurance","premium"
"2332","TENNESSEE","HENRY COUNTY",115,17886800,84558
"2333","TENNESSEE","HOUSTON COUNTY",28,7218000,56173
"2334","TENNESSEE","JACKSON COUNTY",47,10863200,35864
"2335","TENNESSEE","JEFFERSON COUNTY",71,14013600,68184
"2336","TENNESSEE","LAUDERDALE COUNTY",105,14005400,99717
"2337","TENNESSEE","LAWRENCE COUNTY",36,6396200,18332
"2338","TENNESSEE","MACON COUNTY",30,4309300,40601
"2339","TENNESSEE","MADISON COUNTY",295,71714400,221676
"2340","TENNESSEE","MARION COUNTY",184,39853800,174295
"2341","TENNESSEE","MARSHALL COUNTY",138,23593000,127494
"2342","TENNESSEE","MONROE COUNTY",90,20602700,70252
"2343","TENNESSEE","MONTGOMERY COUNTY",461,122203300,428170
"2344","TENNESSEE","MORGAN COUNTY",12,1732000,16316
"2345","TENNESSEE","SHELBY COUNTY",3618,1025932400,2204857
"2346","TENNESSEE","WASHINGTON COUNTY",97,19117000,61423
"2347","TENNESSEE","BENTON COUNTY",42,8896300,23054
"2348","TENNESSEE","BRADLEY COUNTY",282,55919500,304986
"2349","TENNESSEE","CARROLL COUNTY",41,7189600,56898
"2350","TENNESSEE","JOHNSON COUNTY",126,20409800,108501
"2351","TENNESSEE","LINCOLN COUNTY",83,14767900,85303
"2352","TENNESSEE","PERRY COUNTY",100,15927000,78307
"2353","TENNESSEE","POLK COUNTY",83,17889200,87841
"2354","TENNESSEE","SCOTT COUNTY",32,6467100,34976
"2355","TENNESSEE","SEVIER COUNTY",1258,304251100,1146949
"2356","TENNESSEE","UNION COUNTY",9,1264500,6896
"2357","TENNESSEE","VAN BUREN COUNTY",19,3567200,15303
"2358","TENNESSEE","WHITE COUNTY",15,3237700,9041
"2359","TENNESSEE","LAKE COUNTY",63,11238800,32085
"2360","TENNESSEE","HAMILTON COUNTY",2425,552003500,2345426
"2361","TENNESSEE","PUTNAM COUNTY",108,28142400,59934
"2362","TENNESSEE","DECATUR COUNTY",136,26472500,76463
"2363","TENNESSEE","DEKALB COUNTY",51,7802900,41282
"2364","TENNESSEE","HANCOCK COUNTY",27,4167900,18778
"2365","TENNESSEE","STEWART COUNTY",53,10951500,37234
"2366","TENNESSEE","WARREN COUNTY",52,8807000,44099
"2367","TENNESSEE","WAYNE COUNTY",83,11713500,62262
"2368","TENNESSEE","LEWIS COUNTY",27,4882800,21254
"2369","TENNESSEE","CUMBERLAND COUNTY",23,6462200,9707
"2370","TENNESSEE","GRUNDY COUNTY",12,1894300,9531
"2371","TENNESSEE","HARDIN COUNTY",143,29476000,109809
"2372","TENNESSEE","HENDERSON COUNTY",25,5288300,25743
"2373","TENNESSEE","KNOX COUNTY",1033,291299500,821172
"2374","TENNESSEE","WILLIAMSON COUNTY",1664,472413500,1352332
"2375","TENNESSEE","GIBSON COUNTY",169,19599800,134730
"2376","TENNESSEE","SULLIVAN COUNTY",211,43155500,202557
"2377","TENNESSEE","TIPTON COUNTY",217,55126900,168677
"2378","TENNESSEE","ANDERSON COUNTY",204,49830200,173318
"2379","TENNESSEE","SUMNER COUNTY",892,249609700,606641
"2380","TENNESSEE","WILSON COUNTY",956,239457600,759665
"2381","TENNESSEE","CAMPBELL COUNTY",59,6385700,51564
"2382","TENNESSEE","CARTER COUNTY",636,113873000,730321
"2383","TENNESSEE","HICKMAN COUNTY",67,15944300,102693
"2384","TENNESSEE","ROBERTSON COUNTY",215,45972900,170100
"2385","TENNESSEE","CLAIBORNE COUNTY",40,5505000,26010
"2386","TENNESSEE","HUMPHREYS COUNTY",108,14272300,131087
"2387","TENNESSEE","SMITH COUNTY",192,32329300,178534
"2388","TENNESSEE","DAVIDSON COUNTY",6600,1596422700,5338125
"2389","TENNESSEE","HAYWOOD COUNTY",111,14526800,89108
"2390","TENNESSEE","MOORE COUNTY",14,3490900,24790
"2391","TENNESSEE","RUTHERFORD COUNTY",1503,379469200,1139442
"2392","TENNESSEE","MEIGS COUNTY",14,2770300,13204
"2393","TENNESSEE","BEDFORD COUNTY",77,16465600,72561
"2394","TENNESSEE","CHESTER COUNTY",7,463700,2524
"2395","TENNESSEE","BLEDSOE COUNTY",9,1491900,4767
"2396","TENNESSEE","CANNON COUNTY",98,19266900,77895
"2397","TENNESSEE","CHEATHAM COUNTY",511,129061800,400083
"2398","TENNESSEE","COCKE COUNTY",151,26688000,176337
"2399","TENNESSEE","CROCKETT COUNTY",19,4752500,12942
"2400","TENNESSEE","DAVIDSON",21,10446900,101252
"2401","TENNESSEE","DICKSON COUNTY",55,12993200,60012
"2402","TENNESSEE","DYER COUNTY",279,42482100,250438
"2403","TENNESSEE","FENTRESS COUNTY",8,1585000,3047
"2404","TENNESSEE","GILES COUNTY",142,28972400,181058
"2405","TENNESSEE","GRAINGER COUNTY",21,3670400,10459
"2406","TENNESSEE","HAMBLEN COUNTY",63,13794600,109375
"2407","TENNESSEE","HARDEMAN COUNTY",11,1102900,8912
"2408","TENNESSEE","HAWKINS",177,38829200,170047
"2409","TENNESSEE","HAWKINS COUNTY",46,9087200,55024
"2410","TENNESSEE","LOUDON COUNTY",111,32026700,68880
"2411","TENNESSEE","MAURY COUNTY",313,69182400,224004
"2412","TENNESSEE","MCMINN COUNTY",56,8935700,52499
"2413","TENNESSEE","MCNAIRY COUNTY",31,6156200,36111
"2414","TENNESSEE","OBION COUNTY",148,21812600,149261
"2415","TENNESSEE","OVERTON COUNTY",30,5551500,22461
"2416","TENNESSEE","PICKETT COUNTY",4,688400,8993
"2417","TENNESSEE","RHEA COUNTY",162,35238600,154072
"2418","TENNESSEE","ROANE COUNTY",92,20835800,94829
"2419","TENNESSEE","SEQUATCHIE COUNTY",68,10328100,58589
"2420","TENNESSEE","TROUSDALE COUNTY",36,6802100,24636
"2421","TENNESSEE","UNICOI COUNTY",149,17132900,87249
"2422","TENNESSEE","WEAKLEY COUNTY",34,4517600,22079
"2423","TEXAS","CALHOUN COUNTY",2584,666677800,1923135
"2424","TEXAS","CHAMBERS COUNTY",2692,829641600,1265777
"2425","TEXAS","CHEROKEE COUNTY",164,31065400,135429
"2426","TEXAS","CLAY COUNTY",54,8769300,49210
"2427","TEXAS","DALLAS COUNTY",3179,870449600,2386468
"2428","TEXAS","FAYETTE COUNTY",187,44536200,143707
"2429","TEXAS","FRANKLIN COUNTY",24,1087500,12530
"2430","TEXAS","HALE COUNTY",101,17283100,108609
"2431","TEXAS","HOUSTON COUNTY",55,12558800,37692
"2432","TEXAS","JACKSON COUNTY",634,148415600,388141
"2433","TEXAS","JEFFERSON COUNTY",19773,5645758900,9524485
"2434","TEXAS","LAMAR COUNTY",208,32493700,119445
"2435","TEXAS","LEE COUNTY",51,9143800,25159
"2436","TEXAS","LIMESTONE COUNTY",91,17382000,67757
"2437","TEXAS","MADISON COUNTY",46,12956200,72875
"2438","TEXAS","MARION COUNTY",31,3165800,18904
"2439","TEXAS","MONTGOMERY COUNTY",20271,6131529900,9322640
"2440","TEXAS","SHELBY COUNTY",19,1537100,9573
"2441","TEXAS","WALKER COUNTY",322,77036900,199885
"2442","TEXAS","WASHINGTON COUNTY",200,47962900,97453
"2443","TEXAS","HOWARD COUNTY",37,9051100,54086
"2444","TEXAS","JOHNSON COUNTY",712,167005300,417733
"2445","TEXAS","NEWTON COUNTY",440,45693000,267478
"2446","TEXAS","POLK COUNTY",581,138406200,400806
"2447","TEXAS","ORANGE COUNTY",8672,2335099900,4959999
"2448","TEXAS","TRINITY COUNTY",29,2122400,15829
"2449","TEXAS","EL PASO COUNTY",4576,807203000,3468062
"2450","TEXAS","DUVAL COUNTY",50,8181400,41492
"2451","TEXAS","HAMILTON COUNTY",12,1378100,8327
"2452","TEXAS","LEON COUNTY",29,4144300,17724
"2453","TEXAS","LIBERTY COUNTY",1573,375765100,980760
"2454","TEXAS","MARTIN COUNTY",21,2715300,29865
"2455","TEXAS","TAYLOR COUNTY",216,52980300,131323
"2456","TEXAS","BROOKS COUNTY",177,25501600,163929
"2457","TEXAS","DAWSON COUNTY",11,1301500,8696
"2458","TEXAS","FANNIN COUNTY",136,23328700,103929
"2459","TEXAS","FLOYD COUNTY",8,1252500,3576
"2460","TEXAS","HALL COUNTY",3,665000,958
"2461","TEXAS","HARRIS COUNTY",249212,70343462500,138406259
"2462","TEXAS","JASPER COUNTY",219,50754500,144188
"2463","TEXAS","JEFF DAVIS COUNTY",10,2760200,10413
"2464","TEXAS","JONES COUNTY",2859,494676100,2772933
"2465","TEXAS","MITCHELL COUNTY",8,1405000,3127
"2466","TEXAS","STEPHENS COUNTY",128,16456600,116883
"2467","TEXAS","TERRELL COUNTY",3,240000,5784
"2468","TEXAS","WHEELER COUNTY",13,1898000,14233
"2469","TEXAS","BROWN COUNTY",387,96530300,386448
"2470","TEXAS","CASS COUNTY",27,4838900,23311
"2471","TEXAS","HARDIN COUNTY",1939,530866000,1127207
"2472","TEXAS","HENDERSON COUNTY",281,72237100,169338
"2473","TEXAS","KENDALL COUNTY",555,146425200,393578
"2474","TEXAS","KNOX COUNTY",1,12000,91
"2475","TEXAS","LA SALLE COUNTY",13,1519900,10804
"2476","TEXAS","MASON COUNTY",25,1930300,15742
"2477","TEXAS","MENARD COUNTY",82,10076300,75958
"2478","TEXAS","WILLIAMSON COUNTY",1707,483085400,917178
"2479","TEXAS","HARRISON COUNTY",276,54937500,238704
"2480","TEXAS","ANDERSON COUNTY",60,14041200,30172
"2481","TEXAS","ELLIS COUNTY",774,206982000,454296
"2482","TEXAS","GRAY COUNTY",10,2298400,10321
"2483","TEXAS","MORRIS COUNTY",20,2132000,22101
"2484","TEXAS","WILSON COUNTY",195,48648300,130563
"2485","TEXAS","BELL COUNTY",1304,335309800,825414
"2486","TEXAS","CALDWELL COUNTY",1066,224919100,679775
"2487","TEXAS","GRAYSON COUNTY",492,109253300,414475
"2488","TEXAS","HOPKINS COUNTY",73,15771700,66529
"2489","TEXAS","ROBERTSON COUNTY",149,28328800,172455
"2490","TEXAS","MIDLAND COUNTY",1232,295475000,1226401
"2491","TEXAS","PANOLA COUNTY",13,2162200,5336
"2492","TEXAS","SMITH COUNTY",579,162722200,429009
"2493","TEXAS","HILL COUNTY",74,15007200,42524
"2494","TEXAS","HIDALGO COUNTY",7494,1869230800,3654466
"2495","TEXAS","MOORE COUNTY",13,1479900,12825
"2496","TEXAS","WARD COUNTY",4,815000,1561
"2497","TEXAS","MEDINA COUNTY",453,95850000,342730
"2498","TEXAS","WOOD COUNTY",90,20599600,65762
"2499","TEXAS","COMANCHE COUNTY",44,6079800,29801
"2500","TEXAS","HASKELL COUNTY",85,7588100,49403
"2501","TEXAS","CAMERON COUNTY",17321,3869671100,8957380
"2502","TEXAS","POTTER COUNTY",458,97604800,330863
"2503","TEXAS","HUTCHINSON COUNTY",13,3689500,16401
"2504","TEXAS","CROCKETT COUNTY",60,8586100,73955
"2505","TEXAS","HARDEMAN COUNTY",3,655000,3481
"2506","TEXAS","ANGELINA COUNTY",444,103519200,366970
"2507","TEXAS","ARANSAS COUNTY",12748,3177476000,7806105
"2508","TEXAS","ARCHER COUNTY",54,14997400,27391
"2509","TEXAS","ATASCOSA COUNTY",193,46063300,169700
"2510","TEXAS","AUSTIN COUNTY",514,131346800,309807
"2511","TEXAS","BAILEY COUNTY",15,1021700,13193
"2512","TEXAS","BANDERA COUNTY",429,94839600,303433
"2513","TEXAS","BASTROP COUNTY",644,152825900,421257
"2514","TEXAS","BAYLOR COUNTY",9,999700,6390
"2515","TEXAS","BEE COUNTY",265,57499800,189176
"2516","TEXAS","BEXAR COUNTY",7882,1941653500,5222363
"2517","TEXAS","BLANCO COUNTY",117,27480000,67345
"2518","TEXAS","BOSQUE COUNTY",59,10863500,53076
"2519","TEXAS","BOWIE COUNTY",371,81203800,321434
"2520","TEXAS","BRAZORIA COUNTY",32869,9338735100,19724304
"2521","TEXAS","BRAZOS COUNTY",1443,395923700,766066
"2522","TEXAS","BREWSTER COUNTY",272,48744400,282786
"2523","TEXAS","BURLESON COUNTY",119,23899800,101309
"2524","TEXAS","BURNET COUNTY",1379,358851800,1062518
"2525","TEXAS","CALLAHAN COUNTY",9,1331100,2977
"2526","TEXAS","CAMP COUNTY",3,412600,1882
"2527","TEXAS","CARSON COUNTY",12,3919700,19049
"2528","TEXAS","CASTRO COUNTY",13,477000,4056
"2529","TEXAS","CHILDRESS COUNTY",1,45000,516
"2530","TEXAS","COKE COUNTY",4,540600,2010
"2531","TEXAS","COLEMAN COUNTY",12,1118300,11664
"2532","TEXAS","COLLIN COUNTY",7427,2039747200,4975387
"2533","TEXAS","COLLINGSWORTH COUNTY",25,1830800,20638
"2534","TEXAS","COLORADO COUNTY",284,69359500,207843
"2535","TEXAS","COMAL COUNTY",2785,754726900,1649791
"2536","TEXAS","COOKE COUNTY",270,57748100,239499
"2537","TEXAS","CORYELL COUNTY",72,15704900,39586
"2538","TEXAS","CRANE COUNTY",1,204500,1088
"2539","TEXAS","CROSBY COUNTY",25,5690500,30336
"2540","TEXAS","CULBERSON COUNTY",8,1630000,19277
"2541","TEXAS","DALLAM COUNTY",19,1905600,15925
"2542","TEXAS","DEAF SMITH COUNTY",4,1049700,4137
"2543","TEXAS","DENTON COUNTY",4376,1153887800,3308538
"2544","TEXAS","DEWITT COUNTY",262,58695900,165685
"2545","TEXAS","DIMMIT COUNTY",40,6518600,62003
"2546","TEXAS","DONLEY COUNTY",46,12652100,40374
"2547","TEXAS","EASTLAND COUNTY",152,23509800,154468
"2548","TEXAS","ECTOR COUNTY",992,156620600,1179678
"2549","TEXAS","ERATH COUNTY",99,20508900,66004
"2550","TEXAS","FALLS COUNTY",8,1729000,4148
"2551","TEXAS","FISHER COUNTY",41,8209800,74507
"2552","TEXAS","FOARD COUNTY",2,1103000,3725
"2553","TEXAS","FORT BEND COUNTY",31069,9804834300,12777972
"2554","TEXAS","FREESTONE COUNTY",29,7047000,19674
"2555","TEXAS","FRIO COUNTY",16,2248800,9530
"2556","TEXAS","GAINES COUNTY",19,3296300,27898
"2557","TEXAS","GALVESTON COUNTY",58169,15865276000,53081205
"2558","TEXAS","GARZA COUNTY",1,350000,373
"2559","TEXAS","GILLESPIE COUNTY",189,49267100,122409
"2560","TEXAS","GOLIAD COUNTY",52,9745800,31394
"2561","TEXAS","GONZALES COUNTY",199,33063900,198916
"2562","TEXAS","GREGG COUNTY",439,102798900,405911
"2563","TEXAS","GRIMES COUNTY",212,54274000,164842
"2564","TEXAS","GUADALUPE COUNTY",2071,527743100,2237937
"2565","TEXAS","HANSFORD COUNTY",6,1590000,5001
"2566","TEXAS","HAYS COUNTY",8132,1909737900,5112131
"2567","TEXAS","HOCKLEY COUNTY",62,9114200,59801
"2568","TEXAS","HOOD COUNTY",551,130695800,333581
"2569","TEXAS","HUDSPETH COUNTY",26,6517100,93919
"2570","TEXAS","HUNT COUNTY",244,63488100,184003
"2571","TEXAS","IRION COUNTY",94,21852900,85787
"2572","TEXAS","JACK COUNTY",7,782000,3036
"2573","TEXAS","JIM HOGG COUNTY",26,3204100,25485
"2574","TEXAS","JIM WELLS COUNTY",494,113056700,386522
"2575","TEXAS","KARNES COUNTY",36,9492000,26150
"2576","TEXAS","KAUFMAN COUNTY",312,83147000,196919
"2577","TEXAS","KENEDY COUNTY",7,1640400,12092
"2578","TEXAS","KERR COUNTY",625,154962800,455522
"2579","TEXAS","KIMBLE COUNTY",71,13560400,80692
"2580","TEXAS","KINNEY COUNTY",28,5618000,17984
"2581","TEXAS","KLEBERG COUNTY",633,148366000,339979
"2582","TEXAS","LAMB COUNTY",12,3112000,35431
"2583","TEXAS","LAMPASAS COUNTY",96,22180600,85194
"2584","TEXAS","LAVACA COUNTY",175,36522200,161122
"2585","TEXAS","LIPSCOMB COUNTY",21,3411000,31279
"2586","TEXAS","LIVE OAK COUNTY",98,18475100,95663
"2587","TEXAS","LLANO COUNTY",887,229416500,852513
"2588","TEXAS","LUBBOCK COUNTY",1808,348824400,1927567
"2589","TEXAS","LYNN COUNTY",1,25000,377
"2590","TEXAS","MATAGORDA COUNTY",3069,738861500,3462553
"2591","TEXAS","MAVERICK COUNTY",199,42529300,170505
"2592","TEXAS","MCCULLOCH COUNTY",18,2881900,21151
"2593","TEXAS","MCLENNAN COUNTY",851,201656100,730121
"2594","TEXAS","MCMULLEN COUNTY",13,2781900,10111
"2595","TEXAS","MILAM COUNTY",29,4449400,18899
"2596","TEXAS","MONTAGUE COUNTY",81,16525700,62433
"2597","TEXAS","NACOGDOCHES COUNTY",177,48404300,157882
"2598","TEXAS","NAVARRO COUNTY",196,40469200,190555
"2599","TEXAS","NOLAN COUNTY",91,13568600,119962
"2600","TEXAS","NUECES COUNTY",25364,6499220000,13277614
"2601","TEXAS","PALO PINTO COUNTY",203,39413900,165630
"2602","TEXAS","PARKER COUNTY",627,138631200,516650
"2603","TEXAS","PARMER COUNTY",2,225000,6839
"2604","TEXAS","PECOS COUNTY",2,599000,2629
"2605","TEXAS","PRESIDIO COUNTY",19,2761200,25645
"2606","TEXAS","RAINS COUNTY",11,1840700,7219
"2607","TEXAS","RANDALL COUNTY",193,47137100,200303
"2608","TEXAS","REAL COUNTY",190,34851800,114317
"2609","TEXAS","RED RIVER COUNTY",1,60000,1231
"2610","TEXAS","REEVES COUNTY",20,3653500,24498
"2611","TEXAS","REFUGIO COUNTY",122,29841800,58762
"2612","TEXAS","ROCKWALL COUNTY",172,47580300,109402
"2613","TEXAS","RUNNELS COUNTY",32,4411100,31837
"2614","TEXAS","RUSK COUNTY",54,13214800,29704
"2615","TEXAS","SABINE COUNTY",5,1170000,4602
"2616","TEXAS","SAN AUGUSTINE COUNTY",39,6704700,47254
"2617","TEXAS","SAN JACINTO COUNTY",368,79183300,222489
"2618","TEXAS","SAN PATRICIO COUNTY",1766,409208000,1240279
"2619","TEXAS","SAN SABA COUNTY",48,5758800,40439
"2620","TEXAS","SCHLEICHER COUNTY",2,175000,687
"2621","TEXAS","SCURRY COUNTY",21,3860900,32791
"2622","TEXAS","SHACKELFORD COUNTY",18,1994100,14165
"2623","TEXAS","SOMERVELL COUNTY",56,10986700,59843
"2624","TEXAS","STARR COUNTY",204,47577100,199760
"2625","TEXAS","STERLING COUNTY",6,510000,5670
"2626","TEXAS","SUTTON COUNTY",41,7094700,48569
"2627","TEXAS","SWISHER COUNTY",10,725300,7761
"2628","TEXAS","TARRANT COUNTY",4264,1103050500,3462657
"2629","TEXAS","TERRY COUNTY",22,3234400,22272
"2630","TEXAS","THROCKMORTON COUNTY",4,270300,4042
"2631","TEXAS","TITUS COUNTY",33,10343900,31417
"2632","TEXAS","TOM GREEN COUNTY",610,138787200,481760
"2633","TEXAS","TRAVIS COUNTY",3835,969289600,2648635
"2634","TEXAS","TYLER COUNTY",133,25370000,71446
"2635","TEXAS","UPSHUR COUNTY",26,7441000,16680
"2636","TEXAS","UVALDE COUNTY",371,61449900,308169
"2637","TEXAS","VAL VERDE COUNTY",251,55489700,260678
"2638","TEXAS","VAN ZANDT COUNTY",158,27297600,103060
"2639","TEXAS","VICTORIA COUNTY",1235,337807400,734003
"2640","TEXAS","WALLER COUNTY",1154,303195000,760247
"2641","TEXAS","WEBB COUNTY",1034,232168400,1163549
"2642","TEXAS","WHARTON COUNTY",1742,368542900,1356179
"2643","TEXAS","WICHITA COUNTY",1130,236135300,835488
"2644","TEXAS","WILBARGER COUNTY",20,3862700,15509
"2645","TEXAS","WILLACY COUNTY",728,122846400,644755
"2646","TEXAS","WISE COUNTY",279,54161200,242805
"2647","TEXAS","YOAKUM COUNTY",36,4768300,35438
"2648","TEXAS","YOUNG COUNTY",74,11257700,82220
"2649","TEXAS","ZAPATA COUNTY",23,3554700,24157
"2650","TEXAS","ZAVALA COUNTY",105,14621500,154380
"2651","UTAH","MORGAN COUNTY",52,14044000,24173
"2652","UTAH","WASHINGTON COUNTY",498,153832500,280467
"2653","UTAH","SEVIER COUNTY",14,5204600,12240
"2654","UTAH","GARFIELD COUNTY",14,3387100,9312
"2655","UTAH","GRAND COUNTY",97,21169300,46106
"2656","UTAH","SAN JUAN COUNTY",2,315000,576
"2657","UTAH","SUMMIT COUNTY",674,145743400,412390
"2658","UTAH","KANE COUNTY",44,11162200,36531
"2659","UTAH","IRON COUNTY",100,25345300,50558
"2660","UTAH","CARBON COUNTY",49,11353100,54893
"2661","UTAH","BOX ELDER COUNTY",49,12664400,29336
"2662","UTAH","CACHE COUNTY",159,39052100,88564
"2663","UTAH","DAVIS COUNTY",384,105744900,227193
"2664","UTAH","DUCHESNE COUNTY",5,1098200,3780
"2665","UTAH","EMERY COUNTY",8,1707000,3288
"2666","UTAH","JUAB COUNTY",3,360000,1421
"2667","UTAH","MILLARD COUNTY",2,7e+05,830
"2668","UTAH","PIUTE COUNTY",11,1892700,10783
"2669","UTAH","RICH COUNTY",3,520000,1953
"2670","UTAH","SALT LAKE COUNTY",1030,242381200,731466
"2671","UTAH","SANPETE COUNTY",29,7587900,31928
"2672","UTAH","TOOELE COUNTY",26,5659800,16468
"2673","UTAH","UINTAH COUNTY",62,15325900,42737
"2674","UTAH","UTAH COUNTY",426,125957500,250186
"2675","UTAH","WASATCH COUNTY",62,17655900,36503
"2676","UTAH","WEBER COUNTY",235,60511600,183200
"2677","VERMONT","FRANKLIN COUNTY",148,29514700,139648
"2678","VERMONT","WASHINGTON COUNTY",903,218913700,1775265
"2679","VERMONT","ORANGE COUNTY",151,26604100,174520
"2680","VERMONT","WINDHAM COUNTY",393,89570400,611013
"2681","VERMONT","ESSEX COUNTY",24,4122600,40547
"2682","VERMONT","ORLEANS COUNTY",84,15593900,103912
"2683","VERMONT","ADDISON COUNTY",139,26677400,131991
"2684","VERMONT","BENNINGTON COUNTY",398,91061400,409153
"2685","VERMONT","CALEDONIA COUNTY",132,19679800,162018
"2686","VERMONT","CHITTENDEN COUNTY",339,90172200,276114
"2687","VERMONT","GRAND ISLE COUNTY",87,19654700,55503
"2688","VERMONT","LAMOILLE COUNTY",129,29037600,161086
"2689","VERMONT","RUTLAND COUNTY",320,57455400,384181
"2690","VERMONT","WINDSOR COUNTY",613,135472100,905412
"2691","VIRGINIA","CLARKE COUNTY",69,17927800,114271
"2692","VIRGINIA","FRANKLIN COUNTY",131,30142600,96637
"2693","VIRGINIA","GREENE COUNTY",35,9164000,16761
"2694","VIRGINIA","HENRY COUNTY",98,20890000,137170
"2695","VIRGINIA","LEE COUNTY",73,8319300,95792
"2696","VIRGINIA","MADISON COUNTY",38,10350100,24375
"2697","VIRGINIA","MONTGOMERY COUNTY",212,45789100,207789
"2698","VIRGINIA","RUSSELL COUNTY",77,8241800,57336
"2699","VIRGINIA","WASHINGTON COUNTY",157,33703200,174694
"2700","VIRGINIA","CARROLL COUNTY",18,4010100,11126
"2701","VIRGINIA","PULASKI COUNTY",108,21940900,183262
"2702","VIRGINIA","SCOTT COUNTY",76,12915200,66578
"2703","VIRGINIA","ORANGE COUNTY",52,14913500,24949
"2704","VIRGINIA","MIDDLESEX COUNTY",413,108884100,382697
"2705","VIRGINIA","SUSSEX COUNTY",45,8375500,45655
"2706","VIRGINIA","FLOYD COUNTY",22,3778800,22527
"2707","VIRGINIA","RICHMOND COUNTY",81,21966500,79856
"2708","VIRGINIA","WARREN COUNTY",285,60875100,453063
"2709","VIRGINIA","CUMBERLAND COUNTY",49,12409700,103140
"2710","VIRGINIA","TAZEWELL COUNTY",296,49811400,305190
"2711","VIRGINIA","BUCHANAN COUNTY",213,39941600,302056
"2712","VIRGINIA","LOUISA COUNTY",32,8881500,30471
"2713","VIRGINIA","PAGE COUNTY",201,39421600,218477
"2714","VIRGINIA","BATH COUNTY",37,5105700,24038
"2715","VIRGINIA","CAMPBELL COUNTY",40,11527600,54685
"2716","VIRGINIA","GRAYSON COUNTY",30,4690300,33361
"2717","VIRGINIA","NELSON COUNTY",92,21466200,69493
"2718","VIRGINIA","YORK COUNTY",3017,884809900,2140000
"2719","VIRGINIA","CAROLINE COUNTY",82,18851500,78341
"2720","VIRGINIA","FREDERICK COUNTY",136,33746100,119662
"2721","VIRGINIA","INDEPENDENT CITY",65778,17457760000,48671897
"2722","VIRGINIA","ESSEX COUNTY",273,70519000,246477
"2723","VIRGINIA","LANCASTER COUNTY",604,170162600,609422
"2724","VIRGINIA","ROCKINGHAM COUNTY",456,87231700,481905
"2725","VIRGINIA","GLOUCESTER COUNTY",1525,391252000,1285463
"2726","VIRGINIA","ALLEGHANY COUNTY",220,35875000,183860
"2727","VIRGINIA","BRUNSWICK COUNTY",22,4734000,9400
"2728","VIRGINIA","HALIFAX COUNTY",28,7295100,32046
"2729","VIRGINIA","MECKLENBURG COUNTY",48,12898200,35282
"2730","VIRGINIA","NORTHAMPTON COUNTY",470,139887300,299656
"2731","VIRGINIA","SURRY COUNTY",43,11869000,41097
"2732","VIRGINIA","HIGHLAND COUNTY",22,3492000,17858
"2733","VIRGINIA","CRAIG COUNTY",61,7953400,44806
"2734","VIRGINIA","BEDFORD COUNTY",124,30441800,92422
"2735","VIRGINIA","NORTHUMBERLAND COUNTY",733,221281900,524990
"2736","VIRGINIA","WESTMORELAND COUNTY",517,147270800,371791
"2737","VIRGINIA","CHESTERFIELD COUNTY",830,228822500,496982
"2738","VIRGINIA","GILES COUNTY",120,18153900,122664
"2739","VIRGINIA","WISE COUNTY",306,38416100,280000
"2740","VIRGINIA","ACCOMACK COUNTY",3320,747598100,2843415
"2741","VIRGINIA","ALBEMARLE COUNTY",324,64872800,195522
"2742","VIRGINIA","AMELIA COUNTY",5,1460000,3310
"2743","VIRGINIA","AMHERST COUNTY",38,8650800,42689
"2744","VIRGINIA","APPOMATTOX COUNTY",9,1822300,18241
"2745","VIRGINIA","ARLINGTON COUNTY",956,171094500,351186
"2746","VIRGINIA","AUGUSTA COUNTY",273,53361500,262144
"2747","VIRGINIA","BLAND COUNTY",55,7256500,53788
"2748","VIRGINIA","BOTETOURT COUNTY",231,38631400,222430
"2749","VIRGINIA","BUCKINGHAM COUNTY",14,2514600,13570
"2750","VIRGINIA","CHARLES CITY COUNTY",20,6393200,9166
"2751","VIRGINIA","CULPEPER COUNTY",84,22186800,62895
"2752","VIRGINIA","DICKENSON COUNTY",51,7830100,64354
"2753","VIRGINIA","DINWIDDIE COUNTY",39,10618800,21676
"2754","VIRGINIA","FAIRFAX COUNTY",6993,1561009500,3326102
"2755","VIRGINIA","FAUQUIER COUNTY",196,51921600,178658
"2756","VIRGINIA","FLUVANNA COUNTY",33,8054100,25198
"2757","VIRGINIA","GOOCHLAND COUNTY",48,15237200,20987
"2758","VIRGINIA","GREENSVILLE COUNTY",58,9804500,40699
"2759","VIRGINIA","HANOVER COUNTY",221,65787800,144927
"2760","VIRGINIA","HENRICO COUNTY",946,240243600,811652
"2761","VIRGINIA","ISLE OF WIGHT COUNTY",391,117566200,253988
"2762","VIRGINIA","JAMES CITY COUNTY",911,254613100,590534
"2763","VIRGINIA","KING AND QUEEN CO",52,13932100,54475
"2764","VIRGINIA","KING GEORGE COUNTY",79,22767100,45185
"2765","VIRGINIA","KING WILLIAM COUNTY",99,28613900,112355
"2766","VIRGINIA","LOUDOUN COUNTY",840,227156900,516880
"2767","VIRGINIA","LUNENBURG COUNTY",2,420000,704
"2768","VIRGINIA","MATHEWS COUNTY",1459,362285600,1586384
"2769","VIRGINIA","NEW KENT COUNTY",109,31554200,64884
"2770","VIRGINIA","PATRICK COUNTY",20,4122000,16559
"2771","VIRGINIA","PITTSYLVANIA COUNTY",22,5891600,18280
"2772","VIRGINIA","POWHATAN COUNTY",25,7315000,15241
"2773","VIRGINIA","PRINCE EDWARD COUNTY",3,800400,1704
"2774","VIRGINIA","PRINCE GEORGE COUNTY",91,24770800,56944
